127,Species,Gender,Colour,Different legs?,Leg colour,Missing track,Organic,Name tag,Flippy shirt
100,Pig,F,Purple,N,,Toon-up,None,None,N
97,Cat,F,Slate blue,Y,Lavender,Lure,None,Poetic,N
134,Horse,M,Lime green,N,,Toon-up,Throw,Silly,N
97,Cat,F,Aqua,Y,Royal blue,Trap,Throw,Shivering,N
107,Cat,F,Ice blue,N,,Drop,Lure,None,N
114,Rabbit,M,Blue,N,,Trap,Lure,Shivering,N
107,Mouse,F,Crimson,N,,Trap,None,Boardwalk,N
111,Dog,F,Peach,N,,Trap,Throw,None,N
73,Deer,F,Bubblegum,Y,Apricot,Lure,None,Member,N
104,Duck,M,Yellow,Y,Cream,Trap,None,None,N
106,Cat,F,Mint green,N,,Drop,None,Member,N
105,Deer,F,Toonfest blue,N,,Trap,None,Member,N
104,Duck,F,Green,N,,Trap,None,Boardwalk,N
102,Cat,F,Black,N,,Drop,Throw,Silly,N
122,Cat,M,Crimson,N,,Lure,Drop,Silly,Y
83,Duck,M,Yellow,N,,Lure,Sound,Toonfest,N
107,Duck,M,Royal blue,N,,Lure,Toon-up,None,N
99,Deer,F,Bubblegum,Y,Rose pink,Trap,None,Poetic,N
108,Rabbit,F,Brown,N,,Trap,Throw,Silly,N
128,Cat,F,Slate blue,Y,Aqua,Drop,None,Poetic,N
131,Deer,M,Cream,N,,Trap,Throw,Western,N
136,Cat,M,Black,N,,Drop,Trap,Zany,N
105,Dog,M,Slate blue,N,,Trap,None,None,N
113,Cat,F,Black,N,,Drop,Throw,Poetic,N
134,Dog,M,Royal blue,N,,Drop,Trap,Practical,N
108,Monkey,M,Bubblegum,N,,Trap,Throw,Shivering,N
110,Crocodile,M,Aqua,N,,Drop,Sound,Boardwalk,N
117,Mouse,M,Spooky purple,N,,Drop,Throw,Wonky,Y
113,Duck,F,Aqua,Y,Ice blue,Lure,None,Whimsical,N
101,Duck,M,Royal blue,Y,Ice blue,Sound,None,Boardwalk,N
101,Duck,M,Bright red,Y,Ice blue,Sound,None,Boardwalk,N
130,Cat,F,Green,N,,Drop,Throw,Shivering,N
109,Mouse,F,Toonfest pink,N,,Trap,Throw,Member,N
134,Dog,M,Crimson,N,,Drop,Throw,Practical,Y
105,Rabbit,M,Teal,N,,Drop,Lure,Shivering,N
112,Cat,F,Dark green,N,,Drop,Lure,Shivering,N
116,Cat,F,Crimson,N,,Drop,Sound,Nautical,N
105,Cat,F,Pink,N,,Trap,Drop,Whimsical,N
103,Duck,F,Cream,Y,Ice blue,Lure,None,Action,N
120,Rabbit,F,Periwinkle,N,,Drop,Throw,Wonky,N
109,Rabbit,F,Aqua,N,,Drop,None,Poetic,N
107,Cat,F,Lavender,N,,Drop,Lure,Shivering,Y
79,Mouse,F,Yellow,N,,Trap,Toon-up,Shivering,N
112,Mouse,M,Blue,N,,Drop,None,Poetic,N
130,Deer,F,Toonfest pink,N,,Trap,Throw,Toonfest,N
103,Duck,M,Toonfest blue,N,,Drop,None,Shivering,N
102,Deer,M,Green,Y,Sea green,Sound,Lure,None,N
106,Cat,F,Black,N,,Trap,Throw,None,N
81,Horse,F,Ice blue,N,,Toon-up,Throw,None,N
75,Dog,M,Aqua,Y,Cream,Trap,None,Toonfest,N
74,Bear,M,White,N,,Drop,Throw,Poetic,N
116,Mouse,F,Crimson,Y,Cream,Drop,None,Zany,N
95,Dog,F,Crimson,N,,Trap,Lure,Poetic,N
125,Duck,F,Pink,N,,Trap,Throw,Boardwalk,Y
137,Cat,M,Brown,N,,Trap,Throw,Boardwalk,N
87,Cat,F,Black,N,,Drop,None,None,N
104,Horse,F,Ice blue,N,,Drop,None,None,N
65,Cat,M,Black,N,,Trap,None,None,N
120,Cat,F,Purple,N,,Drop,None,Wonky,N
137,Cat,M,Black,N,,Sound,Throw,Fancy,N
137,Cat,M,Coral,N,,Trap,Throw,Action,N
109,Cat,F,Light blue,Y,Royal blue,Lure,Sound,Nautical,Y
122,Crocodile,M,Ice blue,Y,Royal blue,Drop,Sound,Action,Y
120,Crocodile,F,Crimson,Y,Rose pink,Trap,Sound,Action,Y
101,Cat,F,Crimson,N,,Trap,None,None,N
93,Mouse,M,Orange,N,,Trap,None,Shivering,N
76,Crocodile,F,Pink,Y,Orange,Drop,None,None,N
66,Mouse,F,Crimson,N,,Drop,None,Silly,N
120,Cat,M,Bright red,N,,Drop,None,Practical,N
116,Cat,M,Lavender,Y,Periwinkle,Drop,None,Poetic,Y
137,Cat,M,Black,N,,Trap,Drop,Practical,N
109,Dog,M,Bright red,Y,Aqua,Toon-up,Sound,Toonfest,N
108,Cat,M,Periwinkle,Y,Teal,Trap,Sound,Toonfest,N
105,Cat,M,Slate blue,N,,Drop,Lure,Wonky,N
100,Cat,F,Tan,N,,Trap,None,None,N
83,Dog,F,Lavender,Y,Purple,Trap,Drop,Poetic,N
76,Dog,M,Citrine,N,,Toon-up,Throw,Wonky,N
131,Monkey,M,Bubblegum,N,,Drop,Throw,Zany,N
104,Dog,M,Bright red,N,,Trap,None,None,N
85,Dog,M,Aqua,N,,Trap,None,None,N
83,Rabbit,F,Apricot,N,,Trap,None,None,N
120,Pig,M,Lime green,N,,Trap,Throw,Spooky,N
106,Cat,M,Black,N,,Trap,Lure,Nautical,N
79,Cat,M,Crimson,Y,Royal blue,Trap,None,Member,N
137,Rabbit,M,Mint green,Y,Coral,Sound,None,Spooky,N
127,Cat,F,Pink,N,,Trap,Throw,Poetic,Y
109,Cat,M,Royal blue,N,,Drop,Sound,Shivering,N
118,Cat,F,Black,N,,Trap,Sound,Boardwalk,N
105,Dog,M,Coral,Y,Crimson,Trap,Sound,Poetic,N
102,Dog,F,Tan,N,,Trap,None,None,N
105,Rabbit,M,Periwinkle,N,,Drop,None,Spooky,N
107,Cat,F,Black,N,,Drop,Throw,None,N
88,Crocodile,M,Dark green,N,,Trap,None,None,N
103,Deer,F,Sea green,N,,Drop,Throw,None,N
106,Bear,F,White,N,,Sound,Throw,Toonfest,N
68,Rabbit,F,Crimson,N,,Drop,Throw,None,N
127,Mouse,M,Cream,Y,Purple,Drop,Throw,Whimsical,N
137,Cat,F,Bright red,Y,Pink,Drop,Trap,Fancy,N
113,Duck,F,Aqua,Y,Green,Trap,Sound,Boardwalk,N
134,Cat,F,Spooky purple,N,,Trap,None,Silly,N
130,Deer,F,Beige,Y,Rose pink,Trap,Sound,Shivering,Y
123,Deer,M,Emerald,N,,Trap,None,Boardwalk,N
116,Crocodile,M,Spooky purple,N,,Trap,Drop,Poetic,N
137,Rabbit,F,Apricot,Y,Lavender,Drop,Sound,Fancy,Y
116,Mouse,F,Tan,Y,Light blue,Drop,None,Zany,N
117,Pig,F,Toonfest blue,N,,Trap,Sound,Wonky,N
76,Duck,M,Coral,N,,Trap,Lure,None,N
132,Rabbit,M,Coral,Y,Crimson,Drop,Sound,None,N
132,Bear,F,Periwinkle,N,,Trap,Sound,Practical,N
137,Cat,F,Light blue,N,,Lure,Trap,Poetic,N
105,Cat,F,Black,N,,Toon-up,Sound,Wonky,N
100,Cat,F,Black,N,,Drop,Throw,None,N
137,Duck,F,Cream,Y,Blue,Drop,Sound,Triumphant,Y
83,Crocodile,M,Apricot,Y,Aqua,Sound,Drop,Poetic,N
137,Mouse,M,Toonfest blue,N,,Trap,None,Triumphant,N
137,Mouse,M,Bright red,N,,Drop,None,Triumphant,N
109,Dog,M,Slate blue,Y,Ice blue,Drop,None,Fancy,N
65,Cat,M,Royal blue,N,,Lure,None,Spooky,N
89,Crocodile,F,Lavender,Y,Emerald,Drop,Toon-up,None,N
104,Cat,M,Black,N,,Drop,None,Poetic,N
116,Mouse,F,Spooky purple,N,,Drop,Throw,Poetic,N
114,Cat,M,Apricot,N,,Trap,None,Silly,N
137,Cat,F,Coral,N,,Toon-up,Sound,Triumphant,Y
79,Duck,F,Lavender,Y,Purple,Lure,Toon-up,Member,N
117,Rabbit,F,Peach,N,,Trap,Throw,Spooky,N
107,Cat,F,Bubblegum,N,,Drop,Lure,Whimsical,N
126,Dog,F,Toonfest blue,N,,Trap,Throw,Whimsical,N
110,Dog,F,Aqua,N,,Drop,None,Action,Y
135,Dog,M,Coral,N,,Drop,Sound,Practical,N
67,Bear,M,Lavender,N,,Drop,Throw,None,N
110,Cat,F,Brown,N,,Toon-up,None,Fancy,N
105,Rabbit,F,Cream,N,,Lure,Drop,None,N
101,Rabbit,F,Sea green,N,,Toon-up,None,Shivering,N
123,Dog,M,Purple,N,,Trap,Lure,Wonky,N
137,Cat,F,Black,N,,Drop,Throw,Nautical,N
129,Cat,F,Lavender,Y,Cream,Lure,Sound,Wonky,N
104,Cat,M,Brown,N,,Drop,Toon-up,Poetic,N
120,Dog,M,Crimson,N,,Drop,Trap,Zany,N
102,Rabbit,M,Orange,N,,Lure,None,None,N
107,Cat,F,Black,N,,Drop,None,Boardwalk,N
124,Pig,M,Toonfest blue,N,,Toon-up,None,Whimsical,N
93,Cat,F,Slate blue,N,,Drop,None,None,N
112,Cat,F,Blue,N,,Lure,Trap,Poetic,N
67,Crocodile,M,Crimson,N,,Trap,None,None,N
116,Dog,M,Crimson,N,,Trap,Lure,Poetic,N
77,Dog,F,Blue,N,,Drop,None,Poetic,N
137,Cat,F,Royal blue,N,,Drop,Throw,Silly,N
104,Monkey,M,Sea green,N,,Trap,None,None,N
97,Cat,M,Citrine,N,,Toon-up,None,None,N
133,Cat,F,Ice blue,N,,Trap,Drop,Poetic,N
129,Duck,M,Toonfest blue,N,,Toon-up,Throw,Poetic,N
107,Cat,F,Rose pink,N,,Drop,Trap,None,N
110,Dog,M,Aqua,Y,Ice blue,Trap,None,Wonky,Y
120,Monkey,M,Periwinkle,N,,Toon-up,Throw,Practical,N
112,Bear,M,White,N,,Trap,None,Whimsical,N
111,Cat,F,Beige,Y,Red,Trap,None,Poetic,N
97,Rabbit,F,Pink,Y,Steel blue,Drop,None,Boardwalk,N
113,Cat,F,Black,N,,Sound,Trap,Shivering,N
106,Cat,F,Orange,Y,Blue,Trap,Sound,None,N
109,Deer,M,Teal,N,,Drop,Throw,Boardwalk,N
137,Dog,F,Steel blue,Y,Periwinkle,Toon-up,Sound,Fancy,N
130,Deer,F,Toonfest pink,N,,Trap,Throw,Triumphant,N
111,Cat,F,Citrine,N,,Lure,None,Poetic,N
113,Cat,F,Black,N,,Toon-up,Sound,Spooky,N
104,Horse,F,Bubblegum,N,,Toon-up,Throw,Boardwalk,N
77,Dog,M,Slate blue,N,,Drop,None,Wonky,N
77,Mouse,F,Yellow,N,,Trap,Lure,Silly,N
73,Cat,F,Slate blue,N,,Trap,None,Poetic,N
135,Mouse,M,Orange,N,,Trap,Throw,Triumphant,N
104,Dog,F,Brown,N,,Drop,None,None,N
72,Cat,F,Peach,Y,Maroon,Lure,Sound,None,N
131,Rabbit,F,Lavender,N,,Trap,Throw,Wonky,N
95,Deer,F,Periwinkle,N,,Drop,Lure,None,N
104,Rabbit,M,Purple,N,,Drop,None,None,N
121,Mouse,F,Emerald,N,,Drop,Throw,Whimsical,N
97,Bear,F,White,N,,Trap,Throw,Poetic,N
99,Bear,F,Amber,N,,Trap,Throw,None,N
64,Crocodile,M,Ice blue,N,,Trap,None,None,N
106,Pig,F,Purple,N,,Trap,Lure,None,N
84,Cat,F,Purple,N,,Drop,None,Shivering,N
79,Cat,F,Peach,N,,Trap,None,None,N
108,Deer,F,Maroon,N,,Drop,Throw,None,N
106,Dog,M,Sea green,N,,Lure,Drop,None,N
62,Rabbit,F,Steel blue,N,,Trap,None,None,N
103,Dog,M,Steel blue,N,,Trap,None,None,N
124,Cat,F,Mint green,N,,Trap,Lure,Whimsical,Y
111,Horse,M,Aqua,N,,Toon-up,Lure,Shivering,N
66,Cat,F,Periwinkle,N,,Trap,None,None,N
104,Cat,F,Periwinkle,N,,Drop,Trap,Poetic,N
94,Cat,F,Lavender,N,,Lure,Drop,Spooky,N
95,Dog,M,Crimson,N,,Trap,None,Toonfest,N
137,Cat,M,Periwinkle,Y,Cream,Lure,Sound,Practical,N
137,Cat,M,Periwinkle,N,,Trap,Sound,Triumphant,N
137,Cat,F,Ice blue,Y,Steel blue,Drop,Sound,Triumphant,N
125,Cat,F,Beige,Y,Ice blue,Trap,Throw,Spooky,N
107,Bear,F,Sea green,N,,Toon-up,Throw,Boardwalk,N
137,Cat,M,Orange,N,,Trap,Throw,None,N
121,Rabbit,M,Green,Y,Lime green,Trap,None,Toonfest,N
137,Dog,M,Light blue,N,,Trap,Sound,Silly,Y
83,Duck,F,Royal blue,N,,Drop,None,Western,N
79,Crocodile,F,Bubblegum,Y,Lime green,Lure,Squirt,None,N
85,Cat,F,Royal blue,N,,Trap,None,None,N
102,Cat,F,Steel blue,N,,Drop,Toon-up,None,N
68,Cat,M,Black,N,,Trap,None,None,N
88,Cat,F,Mint green,N,,Trap,Throw,None,N
107,Crocodile,F,Dark green,Y,Sienna,Trap,None,Toonfest,N
118,Horse,M,Royal blue,N,,Drop,Sound,Poetic,N
112,Cat,M,Steel blye,N,,Trap,Throw,None,N
114,Cat,M,Black,N,,Trap,Throw,Poetic,N
115,Rabbit,M,Steel blue,N,,Drop,Lure,Poetic,N
123,Cat,M,Green,Y,Bright red,Trap,None,Member,N
117,Cat,M,Toonfest blue,N,,Drop,None,Member,N
125,Crocodile,M,Spooky purple,N,,Toon-up,Trap,Spooky,N
107,Cat,M,Emerald,Y,Teal,Toon-up,Throw,Poetic,N
105,Duck,M,Yellow,Y,Bubblegum,Lure,None,None,N
136,Cat,M,Ice blue,N,,Drop,Throw,Whimsical,N
73,Deer,F,Maroon,N,,Trap,None,Member,N
98,Cat,M,Bright red,N,,Toon-up,Drop,Shivering,N
108,Cat,F,Ice blue,N,,Toon-up,None,Wonky,N
79,Dog,M,Green,N,,Drop,Throw,None,N
81,Deer,F,Blue,N,,Trap,None,Shivering,N
81,Crocodile,F,Apricot,N,,Trap,None,None,N
123,Cat,M,Toonfest pink,N,,Drop,Trap,None,N
137,Cat,M,Bright red,N,,Trap,Throw,Poetic,N
83,Cat,M,Mint green,Y,Steel blue,Drop,None,None,N
115,Mouse,F,Tan,N,,Drop,Throw,Whimsical,N
82,Deer,F,Spooky purple,N,,Drop,None,Spooky,N
109,Bear,F,White,N,,Trap,Throw,Poetic,N
105,Mouse,F,Slate blue,N,,Sound,Lure,None,N
115,Cat,M,Black,N,,Trap,Throw,None,N
76,Cat,F,Crimson,N,,Trap,None,None,N
116,Dog,M,Royal blue,N,,Drop,Sound,Western,N
93,Deer,M,Bright red,N,,Trap,Throw,Shivering,N
107,Cat,F,Spooky purple,N,,Trap,Throw,Poetic,N
113,Cat,M,Cream,Y,Pink,Drop,Throw,Practical,N
87,Crocodile,M,Ice blue,N,,Lure,None,Shivering,N
91,Cat,F,Black,N,,Drop,None,Wonky,N
82,Deer,F,Red,N,,Drop,None,Poetic,N
80,Cat,F,Periwinkle,N,,Trap,None,Poetic,N
77,Monkey,F,Teal,N,,Trap,None,None,N
102,Deer,F,Cream,N,,Trap,Throw,None,N
78,Dog,M,Blue,N,,Trap,Throw,Shivering,N
134,Rabbit,M,Periwinkle,N,,Trap,Sound,None,Y
104,Crocodile,M,Royal blue,Y,Emerald,Trap,Sound,Shivering,N
73,Deer,F,Peach,N,,Drop,None,None,N
119,Cat,F,Toonfest blue,N,,Toon-up,Throw,Silly,N
116,Mouse,M,Sea green,N,,Trap,Throw,Nautical,N
85,Bear,M,Crimson,N,,Drop,Sound,Spooky,N
107,Deer,M,Slate blue,Y,Steel blue,Trap,Lure,Poetic,N
130,Dog,M,Lime green,N,,Drop,Throw,Poetic,N
74,Mouse,F,Tan,N,,Trap,None,Boardwalk,N
92,Duck,M,Lavender,N,,Toon-up,Trap,None,N
105,Rabbit,M,Coral,N,,Trap,Throw,Shivering,N
105,Deer,F,Amber,N,,Trap,Drop,None,N
93,Dog,M,Slate blue,N,,Trap,None,Toonfest,N
130,Cat,F,Pink,Y,Teal,Drop,Sound,Silly,N
83,Bear,M,Brown,N,,Trap,None,None,N
87,Mouse,F,Periwinkle,N,,Lure,Trap,Poetic,N
108,Dog,F,Aqua,N,,Drop,Throw,Poetic,N
125,Cat,F,Beige,Y,Ice blue,Trap,Throw,Spooky,N
132,Dog,M,Coral,N,,Drop,Throw,Poetic,N
70,Crocodile,F,Maroon,N,,Trap,Throw,Member,N
85,Cat,M,Black,N,,Drop,None,Poetic,Y
105,Crocodile,M,Spooky purple,N,,Trap,Throw,None,N
132,Cat,M,Black,N,,Toon-up,Sound,Practical,N
124,Cat,F,Red,Y,Ice blue,Trap,Sound,Fancy,N
127,Mouse,M,Ice blue,Y,Cream,Drop,Throw,Whimsical,N
69,Cat,F,Royal blue,N,,Trap,None,Poetic,N
69,Mouse,M,Royal blue,Y,Aqua,Trap,None,Fancy,N
128,Dog,M,Toonfest blue,N,,Trap,Throw,Zany,Y
66,Dog,M,Coral,Y,Cream,Toon-up,None,Silly,N
103,Dog,F,Emerald,N,,Drop,None,None,N
106,Dog,M,Crimson,N,,Trap,Sound,Boardwalk,N
64,Cat,F,Purple,N,,Trap,None,None,N
65,Duck,F,Amber,Y,Apricot,Trap,None,Shivering,N
100,Horse,F,Bubblegum,N,,Drop,Lure,Poetic,N
113,Cat,F,Black,N,,Trap,Throw,Spooky,N
87,Dog,F,Steel blue,N,,Trap,None,None,N
119,Cat,F,Emerald,N,,Drop,Throw,Poetic,N
98,Duck,F,Yellow,N,,Drop,Lure,None,N
104,Dog,F,Emerald,N,,Drop,None,None,N
66,Cat,F,Citrine,N,,Drop,None,None,N
109,Cat,M,Citrine,N,,Drop,Throw,Poetic,Y
110,Cat,F,Coral,N,,Lure,Throw,Silly,N
117,Cat,M,Steel blue,N,,Trap,None,Spooky,N
124,Cat,F,Cream,Y,Peach,Drop,Throw,Whimsical,N
90,Monkey,M,Slate blue,N,,Trap,None,None,N
66,Cat,F,Amber,N,,Trap,Throw,None,N
110,Bear,F,Bright red,N,,Drop,None,Poetic,N
110,Deer,F,Toonfest pink,N,,Trap,None,Poetic,N
75,Duck,F,Yellow,Y,Blue,Drop,None,Shivering,N
103,Rabbit,F,Amber,N,,Drop,Sound,None,N
131,Cat,M,Bright red,Y,Blue,Trap,Sound,Slly,Y
105,Cat,F,Pink,N,,Trap,None,Spooky,N
80,Cat,F,Pink,N,,Drop,None,None,N
68,Monkey,M,Bright red,Y,Cream,Drop,None,Spooky,N
108,Dog,F,Brown,N,,Trap,Throw,Poetic,N
85,Cat,M,Sea green,N,,Trap,Lure,None,N
109,Dog,M,Royal blue,N,,Trap,None,None,N
64,Dog,M,Emerald,N,,Drop,None,None,Y
73,Dog,F,Red,N,,Lure,None,Shivering,N
87,Cat,F,Cream,Y,Sea green,Trap,Lure,Boardwalk,N
108,Rabbit,M,Sea green,N,,Drop,Sound,Spooky,N
85,Cat,F,Apricot,N,,Drop,None,Member,N
97,Cat,F,Maroon,N,,Trap,None,Wonky,N
78,Deer,F,Blue,Y,Light blue,Sound,Squirt,Shivering,N
102,Mouse,F,Sea green,Y,Aqua,Trap,None,Member,N
105,Dog,F,Periwinkle,Y,Yellow,Trap,Drop,None,N
112,Duck,M,Amber,N,,Trap,None,Shivering,N
75,Dog,F,Sea green,N,,Trap,None,None,N
109,Mouse,F,Pink,N,,Drop,Throw,None,N
120,Cat,F,Periwinkle,Y,Royal blue,Trap,Throw,Toonfest,N
109,Crocodile,F,Yellow,N,,Drop,Lure,Silly,N
136,Deer,F,Ice blue,Y,Mint green,Trap,Sound,Poetic,N
102,Deer,M,Crimson,N,,Sound,Squirt,Member,N
106,Cat,M,Black,N,,Toon-up,Throw,Boardwalk,N
130,Rabbit,F,Cream,N,,Trap,Lure,Action,N
101,Deer,M,Beige,N,,Toon-up,Sound,Member,Y
128,Mouse,F,Peach,N,,Drop,Throw,Wonky,Y
110,Mouse,F,Peach,N,,Trap,None,Western,N
104,Monkey,F,Spooky purple,N,,Trap,None,Boardwalk,N
83,Monkey,F,Lavender,Y,Purple,Drop,None,Shivering,N
116,Cat,F,Spooky purple,N,,Drop,None,Poetic,Y
134,Pig,M,Tan,N,,Trap,Throw,Toonfest,N
102,Crocodile,M,Beige,N,,Drop,None,None,N
109,Crocodile,M,Green,Y,Slate blue,Trap,None,Boardwalk,N
114,Dog,F,Blue,N,,Trap,Throw,Silly,N
129,Cat,M,Beige,N,,Toon-up,None,None,N
109,Cat,M,Amber,N,,Toon-up,Lure,None,N
110,Cat,M,Bright red,N,,Drop,None,None,N
116,Crocodile,M,Spooky purple,N,,Trap,Drop,Poetic,N
106,Duck,M,Toonfest blue,N,,Toon-up,Trap,Shivering,N
125,Cat,F,Black,N,,Trap,Throw,Poetic,N
105,Cat,F,Rose pink,Y,Pink,Drop,None,Wonky,N
118,Rabbit,F,Purple,N,,Trap,Drop,Practical,N
126,Bear,M,White,N,,Trap,None,laff o lympics one,N
108,Horse,M,Emerald,N,,Drop,Lure,None,N
82,Mouse,M,Periwinkle,N,,Drop,Sound,None,N
69,Bear,F,Mint green,Y,Beige,Lure,None,None,N
53,Cat,F,Purple,Y,Slate blue,Toon-up,Throw,Shivering,N
130,Cat,F,Black,N,,Trap,Sound,Nautical,Y
117,Dog,F,Purple,N,,Trap,None,Silly,Y
110,Cat,F,Cream,N,,Drop,Throw,Poetic,N
108,Duck,F,Yellow,N,,Drop,Throw,Poetic,N
112,Dog,M,Lavender,N,,Toon-up,Sound,None,Y
115,Dog,F,Aqua,N,,Trap,Throw,Wonky,N
116,Dog,M,Toonfest blue,N,,Drop,Throw,Toonfest,N
82,Crocodile,M,Blue,Y,Aqua,Trap,None,Shivering,N
132,Bear,F,Toonfest blue,N,,Drop,Trap,Poetic,N
115,Cat,F,Yellow,Y,Peach,Toon-up,Trap,Boardwalk,N
105,Dog,M,Toonfest blue,N,,Drop,Throw,Zany,N
119,Mouse,M,Aqua,N,,Drop,Sound,Practical,N
106,Cat,M,Black,N,,Drop,None,Zany,N
69,Dog,F,Bubblegum,N,,Drop,Throw,Toonfest,N
70,Cat,M,Crimson,N,,Trap,None,Poetic,N
121,Duck,M,Peach,N,,Trap,Throw,None,N
108,Pig,F,Red,N,,Drop,None,Poetic,N
109,Duck,M,Yellow,N,,Drop,Throw,Wonky,N
111,Cat,F,Periwinkle,N,,Drop,Throw,Poetic,N
106,Dog,M,Steel blue,N,,Drop,Trap,Poetic,N
130,Cat,F,Brown,N,,Drop,Throw,Action,N
106,Duck,M,Toonfest blue,N,,Toon-up,Trap,Shivering,N
119,Cat,M,Mint green,N,,Trap,Throw,Boardwalk,N
116,Cat,F,Black,N,,Drop,Throw,Poetic,N
122,Dog,M,Aqua,Y,Blue,Trap,None,Fancy,N
121,Cat,M,Toonfest blue,N,,Drop,None,Practical,N
116,Cat,F,Black,N,,Lure,Throw,Shivering,N
137,Dog,M,Light blue,Y,Aqua,Trap,None,None,N
108,Mouse,F,Bright red,N,,Drop,Lure,Poetic,N
72,Cat,F,Teal,N,,Drop,Throw,Spooky,N
103,Cat,M,Ice blue,N,,Drop,None,Western,N
85,Duck,M,Light blue,N,,Drop,None,Shivering,N
107,Cat,F,Sea green,N,,Drop,Lure,Spooky,N
95,Cat,F,Black,N,,Lure,None,Spooky,N
104,Cat,F,Crimson,N,,Trap,None,Spooky,N
106,Mouse,F,Peach,N,,Trap,None,Practical,N
105,Crocodile,F,Sea green,N,,Trap,None,None,N
88,Rabbit,F,Lavender,N,,Trap,Throw,None,N
99,Cat,F,Yellow,N,,Drop,None,Poetic,N
110,Bear,M,Steel blue,N,,Trap,Throw,None,N
93,Mouse,F,Teal,N,,Drop,Throw,Poetic,N
117,Cat,F,Toonfest pink,N,,Drop,None,Toonfest,N
126,Dog,M,Aqua,N,,Drop,Throw,Action,Y
108,Monkey,M,Toonfest pink,N,,Drop,Lure,Poetic,N
89,Cat,F,Crimson,N,,Drop,Lure,Shivering,N
104,Mouse,M,Ice blue,Y,Steel blue,Trap,Sound,Silly,N
102,Rabbit,F,Emerald,N,,Trap,None,None,N
134,Rabbit,F,Tan,N,,Drop,Sound,Western,N
107,Cat,F,Orange,N,,Trap,None,Boardwalk,N
87,Deer,F,Ice blue,N,,Drop,None,None,N
111,Cat,M,Orange,N,,Toon-up,Throw,Practical,N
115,Cat,F,Spooky purple,N,,Trap,Throw,Spooky,N
115,Deer,F,Brown,N,,Trap,Drop,None,N
111,Mouse,F,Purple,N,,Drop,None,Poetic,N
116,Cat,M,Royal blue,Y,Aqua,Trap,Sound,Member,N
107,Mouse,F,Brown,N,,Toon-up,None,Silly,N
129,Cat,M,Amber,N,,Trap,None,Toonfest,N
82,Bear,F,Peach,N,,Trap,None,Silly,N
106,Dog,M,Teal,N,,Trap,None,Poetic,N
120,Cat,F,Cream,Y,Royal blue,Drop,None,Silly,N
107,Dog,M,Brown,N,,Drop,Throw,None,N
132,Mouse,F,Emerald,N,,Trap,Throw,Fancy,N
120,Horse,M,Royal blue,N,,Drop,Sound,Nautical,N
117,Mouse,F,Sea green,N,,Drop,None,Wonky,N
74,Cat,F,Ice blue,N,,Trap,Drop,Shivering,N
105,Monkey,M,Purple,N,,Drop,Lure,Boardwalk,N
103,Duck,M,Purple,N,,Toon-up,Throw,Boardwalk,N
127,Rabbit,M,Spooky purple,N,,Toon-up,Sound,Triumphant,N
111,Rabbit,M,Coral,Y,Brown,Sound,Throw,Silly,N
98,Duck,M,Amber,N,,Sound,Lure,Poetic,N
62,Cat,F,Black,N,,Trap,Throw,None,N
102,Bear,M,Steel blue,N,,Trap,Lure,Miserable,N
119,Crocodile,M,Bright red,N,,Drop,None,Whimsical,N
106,Cat,M,Beige,N,,Trap,None,Boardwalk,N
108,Duck,F,Royal blue,N,,Trap,Throw,None,N
109,Bear,M,Maroon,N,,Drop,Sound,Poetic,N
102,Deer,F,Periwinkle,N,,Trap,None,Spooky,N
106,Deer,F,Emerald,N,,Drop,Throw,None,N
89,Monkey,M,Spooky purple,N,,Drop,Lure,Toonfest,N
114,Dog,F,Green,Y,Emerald,Trap,Throw,Silly,N
108,Crocodile,F,Green,N,,Drop,Squirt,Action,N
121,Horse,M,Crimson,N,,Drop,Lure,None,N
115,Dog,F,Periwinkle,N,,Drop,Trap,Member,N
86,Cat,F,Purple,N,,Drop,None,Wonky,N
114,Dog,M,Spooky purple,N,,Toon-up,None,Spooky,N
93,Deer,F,Mint green,N,,Trap,None,None,N
120,Pig,M,Steel blue,Y,Beige,Drop,None,Zany,N
136,Duck,M,Beige,N,,Drop,None,Silly,N
63,Cat,M,Black,N,,Drop,None,Spooky,N
113,Cat,F,Citrine,N,,Drop,Lure,Practical,N
137,Cat,F,Cream,Y,Periwinkle,Toon-up,Sound,Practical,N
115,Cat,F,Bubblegum,Y,Crimson,Trap,Sound,Fancy,N
87,Dog,F,Lavender,N,,Toon-up,None,Wonky,N
101,Rabbit,M,Blue,Y,Steel blue,Drop,Sound,None,N
101,Mouse,F,Brown,N,,Drop,Lure,Shivering,N
115,Duck,F,Pink,N,,Trap,Throw,Shivering,N
105,Deer,M,Brown,N,,Trap,Squirt,None,N
107,Rabbit,F,Slate blue,N,,Trap,None,Silly,N
64,Bear,F,Bubblegum,N,,Trap,None,Member,N
105,Rabbit,M,Royal blue,Y,Mint green,Lure,None,Action,N
69,Mouse,F,Emerald,N,,Drop,None,None,N
105,Cat,M,Black,N,,Drop,Squirt,None,N
108,Horse,F,Amber,N,,Trap,Sound,Shivering,N
120,Mouse,F,Cream,N,,Drop,None,None,N
115,Cat,F,Ice blue,N,,Drop,None,Poetic,N
119,Dog,F,Maroon,Y,Crimson,Toon-up,None,Zany,N
113,Monkey,F,Lavender,Y,Purple,Drop,None,Boardwalk,N
122,Cat,M,Maroon,Y,Bubblegum,Drop,Throw,Fancy,N
